x_value,total_1,total_2
4778,6093,3467
4779,6097,3468
4780,6104,3470
4781,6108,3466
4782,6114,3463
4783,6113,3466
4784,6119,3465
4785,6115,3462
4786,6115,3459
4787,6113,3464
4788,6120,3460
4789,6121,3455
4790,6128,3455
4791,6133,3453
4792,6134,3457
4793,6138,3457
4794,6141,3455
4795,6137,3450
4796,6131,3447
4797,6133,3444
4798,6129,3448
4799,6134,3447
4800,6130,3442
4801,6125,3439
4802,6129,3436
4803,6137,3442
4804,6144,3440
4805,6138,3438
4806,6145,3433
4807,6146,3428
4808,6148,3426
4809,6144,3424
4810,6146,3426
4811,6149,3423
4812,6153,3426
4813,6161,3426
4814,6159,3421
4815,6162,3421
4816,6166,3426
4817,6170,3426
4818,6166,3423
4819,6160,3427
4820,6166,3424
4821,6161,3424
4822,6165,3429
4823,6165,3427
4824,6172,3430
4825,6180,3434
4826,6179,3435
4827,6178,3439
4828,6173,3441
4829,6176,3444
4830,6173,3443
4831,6175,3449
4832,6172,3449
4833,6173,3447
4834,6178,3453
4835,6180,3455
4836,6182,3452
4837,6188,3451
4838,6194,3454
4839,6198,3453
4840,6196,3451
4841,6204,3446
4842,6209,3448
4843,6215,3449
4844,6209,3444
4845,6211,3449
4846,6214,3445
4847,6209,3450
4848,6203,3447
4849,6198,3451
4850,6195,3456
4851,6194,3452
4852,6189,3447
4853,6196,3448
4854,6202,3444
4855,6209,3447
4856,6212,3450
4857,6219,3446
4858,6217,3449
4859,6219,3452
4860,6218,3448
4861,6218,3444
4862,6226,3444
4863,6227,3443
4864,6225,3438
4865,6225,3434
4866,6224,3429
4867,6230,3429
4868,6230,3433
4869,6234,3430
4870,6236,3425
4871,6234,3427
4872,6237,3433
4873,6243,3428
4874,6245,3426
4875,6249,3427
4876,6250,3424
4877,6244,3427
4878,6252,3433
4879,6248,3439
4880,6244,3444
4881,6241,3442
4882,6246,3440
4883,6247,3442
4884,6249,3437
4885,6245,3442
4886,6252,3442
4887,6247,3440
4888,6241,3435
4889,6239,3440
4890,6236,3435
4891,6243,3439
4892,6246,3434
4893,6244,3431
4894,6247,3437
4895,6247,3437
4896,6245,3440
4897,6241,3438
4898,6248,3436
4899,6246,3434
4900,6253,3429
4901,6261,3425
4902,6260,3425
4903,6259,3431
4904,6253,3436
4905,6250,3433
4906,6250,3429
4907,6258,3428
4908,6252,3427
4909,6257,3428
4910,6259,3429
4911,6267,3435
4912,6264,3434
4913,6267,3431
4914,6261,3429
4915,6257,3426
4916,6261,3425
4917,6266,3421
4918,6268,3425
4919,6275,3427
4920,6278,3433
4921,6279,3429
4922,6286,3433
4923,6284,3439
4924,6287,3444
4925,6294,3447
4926,6293,3453
4927,6293,3456
4928,6296,3456
4929,6303,3451
4930,6304,3457
4931,6308,3459
4932,6312,3456
4933,6317,3452
4934,6322,3453
4935,6317,3448
4936,6311,3451
4937,6315,3450
4938,6321,3451
4939,6319,3455
4940,6324,3458
4941,6330,3457
4942,6333,3457
4943,6327,3459
4944,6328,3459
4945,6327,3461
4946,6334,3457
4947,6336,3457
4948,6332,3457
4949,6331,3462
4950,6332,3462
4951,6339,3466
4952,6339,3468
4953,6336,3474
4954,6338,3475
4955,6342,3474
4956,6350,3470
4957,6356,3471
4958,6355,3469
4959,6361,3471
4960,6368,3473
4961,6362,3471
4962,6362,3469
4963,6362,3475
4964,6370,3474
4965,6365,3477
4966,6363,3483
4967,6360,3485
4968,6356,3491
4969,6355,3492
4970,6360,3494
4971,6359,3490
4972,6366,3488
4973,6372,3487
4974,6373,3491
4975,6377,3495
4976,6378,3496
4977,6382,3495
4978,6381,3498
4979,6386,3503
4980,6380,3498
4981,6380,3497
4982,6388,3497
4983,6388,3494
4984,6383,3500
4985,6389,3499
4986,6389,3496
4987,6386,3492
4988,6392,3492
4989,6392,3498
4990,6389,3494
4991,6389,3497
4992,6385,3493
4993,6388,3495
4994,6387,3496
4995,6388,3491
4996,6388,3496
4997,6385,3491
4998,6385,3497
4999,6391,3501
5000,6395,3502
5001,6402,3498
5002,6410,3502
5003,6404,3505
5004,6401,3506
5005,6395,3511
5006,6400,3517
5007,6395,3515
5008,6400,3517
5009,6408,3514
5010,6415,3516
5011,6411,3521
5012,6418,3518
5013,6422,3513
5014,6430,3516
5015,6433,3515
5016,6433,3517
5017,6439,3517
5018,6433,3517
5019,6429,3514
5020,6434,3518
5021,6441,3520
5022,6437,3516
5023,6445,3513
5024,6449,3515
5025,6448,3512
5026,6448,3513
5027,6449,3516
5028,6448,3521
5029,6450,3520
5030,6449,3519
5031,6451,3514
5032,6451,3514
5033,6449,3517
5034,6445,3513
5035,6448,3508
5036,6444,3504
5037,6440,3509
5038,6447,3513
5039,6447,3515
5040,6448,3521
5041,6443,3520
5042,6445,3526
5043,6448,3527
5044,6454,3533
5045,6462,3538
5046,6469,3544
5047,6464,3541
5048,6464,3538
5049,6460,3534
5050,6457,3538
5051,6464,3534
5052,6462,3540
5053,6468,3544
5054,6467,3546
5055,6475,3545
5056,6469,3551
5057,6476,3549
5058,6474,3546
5059,6479,3548
5060,6475,3550
5061,6478,3547
5062,6484,3550
5063,6487,3556
5064,6488,3561
5065,6491,3563
5066,6487,3566
5067,6488,3564
5068,6490,3570
5069,6497,3574
5070,6501,3571
5071,6507,3568
5072,6503,3573
5073,6507,3575
5074,6513,3580
5075,6517,3577
5076,6514,3581
5077,6519,3587
5078,6520,3587
5079,6519,3585
5080,6527,3586
5081,6526,3592
5082,6532,3587
5083,6530,3585
5084,6537,3590
5085,6536,3595
5086,6534,3600
5087,6540,3605
5088,6539,3609
5089,6539,3614
5090,6543,3617
5091,6543,3619
5092,6538,3618
5093,6535,3617
5094,6539,3614
5095,6544,3610
5096,6549,3613
5097,6554,3610
5098,6549,3605
5099,6551,3611
5100,6545,3606
5101,6543,3612
5102,6544,3615
5103,6543,3612
5104,6540,3607
5105,6547,3606
5106,6546,3601
5107,6551,3607
5108,6559,3610
5109,6562,3614
5110,6556,3620
5111,6558,3617
5112,6563,3619
5113,6565,3623
5114,6563,3629
5115,6571,3628
5116,6573,3626
5117,6573,3621
5118,6574,3618
5119,6575,3614
5120,6570,3609
5121,6569,3614
5122,6577,3615
5123,6582,3617
5124,6578,3620
5125,6583,3615
5126,6588,3621
5127,6593,3619
5128,6599,3617
5129,6601,3616
5130,6607,3612
5131,6601,3610
5132,6604,3608
5133,6600,3610
5134,6607,3609
5135,6609,3606
5136,6613,3611
5137,6609,3616
5138,6610,3620
5139,6610,3619
5140,6617,3619
5141,6621,3615
5142,6620,3615
5143,6626,3620
5144,6623,3618
5145,6627,3619
5146,6631,3614
5147,6631,3614
5148,6638,3617
5149,6636,3612
5150,6639,3614
5151,6646,3612
5152,6652,3608
5153,6660,3605
5154,6656,3602
5155,6654,3606
5156,6654,3610
5157,6654,3609
5158,6651,3605
5159,6645,3601
5160,6650,3600
5161,6651,3602
5162,6649,3607
5163,6657,3608
5164,6657,3605
5165,6657,3601
5166,6656,3602
5167,6660,3603
5168,6661,3604
5169,6669,3600
5170,6673,3604
5171,6668,3608
5172,6667,3607
5173,6673,3602
5174,6680,3601
5175,6676,3607
5176,6675,3605
5177,6678,3608
5178,6674,3607
5179,6675,3605
5180,6674,3611
5181,6671,3610
5182,6677,3608
5183,6682,3611
5184,6685,3616
5185,6689,3617
5186,6688,3620
5187,6693,3623
5188,6693,3628
5189,6700,3629
5190,6694,3630
5191,6699,3633
5192,6698,3637
5193,6700,3634
5194,6700,3629
5195,6694,3628
5196,6688,3626
5197,6684,3632
5198,6687,3629
5199,6690,3634
5200,6691,3630
5201,6694,3626
5202,6702,3624
5203,6706,3628
5204,6704,3624
5205,6707,3619
5206,6711,3618
5207,6708,3613
5208,6716,3613
5209,6716,3609
5210,6717,3604
5211,6713,3607
5212,6708,3608
5213,6715,3613
5214,6713,3615
5215,6711,3614
5216,6711,3616
5217,6711,3619
5218,6718,3617
5219,6724,3614
5220,6718,3618
5221,6713,3615
5222,6707,3610
5223,6705,3612
5224,6701,3616
5225,6708,3622
5226,6704,3622
5227,6703,3626
5228,6703,3623
5229,6700,3621
5230,6698,3620
5231,6693,3616
5232,6700,3615
5233,6706,3616
5234,6712,3612
5235,6720,3607
5236,6724,3605
5237,6719,3610
5238,6716,3609
5239,6718,3613
5240,6714,3615
5241,6709,3619
5242,6707,3621
5243,6704,3622
5244,6700,3623
5245,6697,3618
5246,6695,3620
5247,6700,3616
5248,6705,3611
5249,6712,3610
5250,6713,3615
5251,6721,3620
5252,6721,3620
5253,6728,3619
5254,6732,3621
5255,6730,3619
5256,6732,3614
5257,6726,3611
5258,6723,3611
5259,6718,3613
5260,6722,3609
5261,6718,3609
5262,6714,3612
5263,6712,3612
5264,6709,3611
5265,6706,3612
5266,6701,3613
5267,6696,3616
5268,6699,3614
5269,6694,3620
5270,6702,3620
5271,6699,3624
5272,6696,3621
5273,6701,3624
5274,6706,3627
5275,6714,3627
5276,6709,3628
5277,6708,3633
5278,6704,3628
5279,6712,3628
5280,6717,3634
5281,6721,3635
5282,6725,3641
5283,6725,3638
5284,6731,3639
5285,6735,3645
5286,6729,3651
5287,6736,3657
5288,6733,3660
5289,6733,3660
5290,6738,3656
5291,6740,3656
5292,6740,3661
5293,6736,3663
5294,6742,3659
5295,6741,3663
5296,6738,3669
5297,6740,3664
5298,6734,3662
5299,6728,3666
5300,6732,3665
5301,6731,3661
5302,6727,3658
5303,6733,3653
5304,6734,3657
5305,6733,3656
5306,6733,3656
5307,6728,3658
5308,6725,3663
5309,6726,3658
5310,6723,3663
5311,6722,3668
5312,6722,3665
5313,6728,3669
5314,6728,3664
5315,6722,3659
5316,6718,3656
5317,6717,3658
5318,6711,3657
5319,6709,3662
5320,6717,3668
5321,6714,3670
5322,6717,3671
5323,6717,3666
5324,6711,3672
5325,6711,3668
5326,6719,3673
5327,6726,3669
5328,6730,3668
5329,6737,3671
5330,6738,3675
5331,6740,3671
5332,6734,3672
5333,6734,3678
5334,6742,3684
5335,6747,3679
5336,6751,3679
5337,6753,3680
5338,6748,3685
5339,6746,3690
5340,6740,3686
5341,6744,3682
5342,6739,3682
5343,6739,3677
5344,6742,3674
5345,6740,3672
5346,6748,3668
5347,6749,3672
5348,6747,3670
5349,6743,3668
5350,6743,3668
5351,6742,3670
5352,6739,3668
5353,6737,3666
5354,6742,3664
5355,6739,3662
5356,6744,3660
5357,6739,3664
5358,6747,3667
5359,6743,3667
5360,6747,3662
5361,6755,3658
5362,6763,3660
5363,6768,3655
5364,6771,3654
5365,6776,3659
5366,6771,3655
5367,6779,3651
5368,6780,3647
5369,6782,3652
5370,6784,3657
5371,6791,3661
5372,6797,3658
5373,6804,3655
5374,6806,3659
5375,6814,3655
5376,6811,3654
5377,6816,3660
5378,6811,3663
5379,6807,3666
5380,6812,3662
5381,6812,3667
5382,6817,3673
5383,6812,3675
5384,6806,3675
5385,6804,3673
5386,6808,3669
5387,6808,3673
5388,6808,3672
5389,6816,3667
5390,6824,3666
5391,6822,3663
5392,6830,3658
5393,6825,3657
5394,6827,3655
5395,6821,3656
5396,6815,3653
5397,6820,3655
5398,6814,3650
5399,6815,3656
5400,6820,3658
5401,6819,3653
5402,6820,3654
5403,6814,3651
5404,6822,3650
5405,6821,3651
5406,6822,3652
5407,6817,3647
5408,6820,3653
5409,6821,3658
5410,6822,3655
5411,6820,3655
5412,6816,3654
5413,6810,3650
5414,6818,3646
5415,6826,3649
5416,6827,3652
5417,6830,3654
5418,6834,3649
5419,6830,3649
5420,6829,3645
5421,6827,3643
5422,6831,3646
5423,6837,3641
5424,6836,3645
5425,6831,3651
5426,6838,3654
5427,6843,3654
5428,6838,3660
5429,6845,3660
5430,6846,3656
5431,6847,3660
5432,6842,3662
5433,6836,3665
5434,6842,3665
5435,6836,3662
5436,6831,3658
5437,6828,3653
5438,6832,3657
5439,6832,3655
5440,6827,3661
5441,6828,3661
5442,6823,3666
5443,6818,3664
5444,6819,3667
5445,6822,3673
5446,6819,3673
5447,6815,3677
5448,6815,3681
5449,6815,3677
5450,6811,3681
5451,6810,3680
5452,6809,3681
5453,6805,3683
5454,6800,3683
5455,6794,3688
5456,6802,3693
5457,6798,3688
5458,6796,3684
5459,6793,3680
5460,6790,3678
5461,6793,3682
5462,6789,3679
5463,6788,3678
5464,6792,3683
5465,6792,3682
5466,6789,3686
5467,6795,3681
5468,6794,3682
5469,6799,3681
5470,6805,3684
5471,6806,3689
5472,6805,3694
5473,6805,3699
5474,6811,3700
5475,6812,3702
5476,6806,3701
5477,6808,3701
5478,6809,3706
5479,6810,3704
5480,6811,3701
5481,6815,3703
5482,6816,3709
5483,6820,3712
5484,6824,3716
5485,6825,3718
5486,6826,3717
5487,6834,3720
5488,6828,3719
5489,6825,3716
5490,6820,3718
5491,6825,3714
5492,6831,3719
5493,6834,3724
5494,6835,3727
5495,6843,3732
5496,6837,3730
5497,6831,3731
5498,6832,3733
5499,6828,3737
5500,6825,3740
5501,6822,3735
5502,6816,3736
5503,6812,3733
5504,6808,3735
5505,6813,3739
5506,6816,3740
5507,6817,3736
5508,6824,3742
5509,6832,3744
5510,6833,3743
5511,6841,3738
5512,6849,3741
5513,6848,3742
5514,6843,3748
5515,6839,3749
5516,6835,3754
5517,6838,3750
5518,6846,3747
5519,6847,3748
5520,6853,3744
5521,6849,3741
5522,6847,3744
5523,6841,3745
5524,6841,3744
5525,6838,3746
5526,6841,3749
5527,6842,3744
5528,6843,3742
5529,6843,3746
5530,6850,3745
5531,6849,3745
5532,6855,3746
5533,6859,3746
5534,6864,3747
5535,6868,3748
5536,6873,3752
5537,6872,3747
5538,6869,3751
5539,6874,3756
5540,6877,3757
5541,6885,3755
5542,6882,3757
5543,6888,3754
5544,6892,3758
5545,6889,3762
5546,6895,3765
5547,6899,3770
5548,6898,3766
5549,6902,3765
5550,6902,3771
5551,6906,3769
5552,6910,3770
5553,6913,3767
5554,6920,3770
5555,6922,3774
5556,6916,3774
5557,6919,3770
5558,6914,3767
5559,6922,3762
5560,6923,3767
5561,6930,3764
5562,6935,3759
5563,6940,3764
5564,6948,3759
5565,6946,3756
5566,6954,3754
5567,6961,3758
5568,6967,3755
5569,6966,3753
5570,6961,3755
5571,6967,3753
5572,6966,3752
5573,6960,3749
5574,6964,3752
5575,6963,3757
5576,6962,3763
5577,6958,3767
5578,6956,3769
5579,6950,3768
5580,6948,3770
5581,6948,3771
5582,6947,3769
5583,6951,3767
5584,6955,3767
5585,6951,3772
5586,6948,3771
5587,6952,3768
5588,6960,3774
5589,6968,3777
5590,6964,3781
5591,6968,3780
5592,6973,3781
5593,6977,3778
5594,6978,3776
5595,6978,3776
5596,6977,3774
5597,6972,3776
5598,6967,3774
5599,6962,3772
5600,6959,3769
5601,6963,3774
5602,6959,3779
5603,6956,3784
5604,6963,3779
5605,6967,3775
5606,6969,3774
5607,6968,3776
5608,6975,3776
5609,6970,3778
5610,6973,3777
5611,6974,3776
5612,6971,3779
5613,6973,3777
5614,6981,3779
5615,6989,3782
5616,6997,3783
5617,7005,3785
5618,6999,3784
5619,7000,3786
5620,6996,3792
5621,6991,3798
5622,6989,3796
5623,6995,3797
5624,7001,3800
5625,6995,3799
5626,7001,3794
5627,7002,3790
5628,7002,3788
5629,7002,3787
5630,7002,3785
5631,7001,3786
5632,7001,3782
5633,7002,3786
5634,7002,3784
5635,7003,3786
5636,7008,3789
5637,7005,3791
5638,7009,3791
5639,7012,3796
5640,7008,3795
5641,7009,3799
5642,7007,3796
5643,7009,3800
5644,7017,3806
5645,7021,3802
5646,7022,3802
5647,7024,3799
5648,7025,3805
5649,7021,3801
5650,7024,3806
5651,7027,3808
5652,7022,3810
5653,7018,3807
5654,7012,3804
5655,7007,3799
5656,7010,3802
5657,7013,3804
5658,7017,3803
5659,7021,3809
5660,7018,3815
5661,7013,3820
5662,7009,3815
5663,7006,3820
5664,7005,3823
5665,7004,3823
5666,6999,3824
5667,7005,3826
5668,7001,3824
5669,6998,3829
5670,7000,3831
5671,6995,3832
5672,6992,3836
5673,6987,3834
5674,6995,3830
5675,6997,3830
5676,6994,3831
5677,6989,3832
5678,6996,3837
5679,6990,3838
5680,6993,3835
5681,6988,3838
5682,6986,3836
5683,6982,3838
5684,6976,3835
5685,6982,3839
5686,6984,3841
5687,6990,3847
5688,6984,3848
5689,6989,3847
5690,6986,3846
5691,6989,3845
5692,6997,3850
5693,6996,3851
5694,6997,3856
5695,6992,3857
5696,6994,3855
5697,6998,3861
5698,7003,3861
5699,7002,3867
5700,7000,3870
5701,6995,3868
5702,6999,3871
5703,7003,3877
5704,7001,3879
5705,6995,3877
5706,6991,3874
5707,6990,3872
5708,6996,3873
5709,6999,3876
5710,6999,3877
5711,7003,3873
5712,6997,3877
5713,7000,3882
5714,7006,3888
5715,7014,3885
5716,7020,3881
5717,7022,3880
5718,7024,3877
5719,7022,3874
5720,7016,3873
5721,7020,3868
5722,7020,3874
5723,7028,3876
5724,7025,3878
5725,7032,3880
5726,7033,3881
5727,7034,3886
5728,7035,3890
5729,7033,3894
5730,7032,3891
5731,7026,3892
5732,7024,3888
5733,7030,3883
5734,7028,3882
5735,7026,3882
5736,7030,3884
5737,7027,3881
5738,7025,3884
5739,7031,3888
5740,7035,3883
5741,7038,3880
5742,7038,3879
5743,7036,3877
5744,7040,3874
5745,7034,3875
5746,7042,3870
5747,7043,3872
5748,7041,3870
5749,7037,3866
5750,7036,3862
5751,7041,3865
5752,7045,3863
5753,7045,3866
5754,7052,3870
5755,7055,3865
5756,7054,3864
5757,7055,3868
5758,7062,3871
5759,7064,3866
5760,7065,3863
5761,7071,3865
5762,7079,3866
5763,7075,3868
5764,7080,3863
5765,7074,3860
5766,7071,3857
5767,7079,3861
5768,7084,3856
5769,7079,3853
5770,7075,3850
5771,7080,3849
5772,7080,3855
5773,7081,3861
5774,7089,3862
5775,7083,3866
5776,7090,3862
5777,7092,3857
5778,7096,3855
5779,7098,3852
5780,7101,3855
5781,7109,3859
5782,7108,3864
5783,7108,3863
5784,7112,3868
5785,7113,3864
5786,7110,3866
5787,7106,3861
5788,7102,3865
5789,7105,3866
5790,7102,3863
5791,7107,3861
5792,7104,3865
5793,7105,3860
5794,7104,3863
5795,7099,3864
5796,7106,3863
5797,7106,3863
5798,7111,3866
5799,7110,3869
5800,7105,3870
5801,7104,3868
5802,7107,3873
5803,7106,3873
5804,7114,3875
5805,7108,3875
5806,7113,3875
5807,7121,3870
5808,7125,3867
5809,7123,3872
5810,7120,3871
5811,7121,3870
5812,7127,3868
5813,7134,3863
5814,7128,3865
5815,7129,3871
5816,7125,3877
5817,7122,3875
5818,7125,3880
5819,7124,3885
5820,7130,3886
5821,7137,3891
5822,7138,3894
5823,7139,3894
5824,7136,3897
5825,7137,3898
5826,7133,3901
5827,7141,3907
5828,7148,3913
5829,7144,3909
5830,7141,3908
5831,7135,3909
5832,7137,3913
5833,7137,3915
5834,7139,3910
5835,7136,3906
5836,7130,3903
5837,7130,3903
5838,7126,3900
5839,7122,3898
5840,7118,3898
5841,7118,3893
5842,7124,3899
5843,7129,3900
5844,7128,3895
5845,7122,3898
5846,7121,3899
5847,7118,3894
5848,7112,3890
5849,7120,3890
5850,7121,3886
5851,7128,3891
5852,7132,3886
5853,7139,3890
5854,7146,3895
5855,7147,3891
5856,7146,3892
5857,7142,3894
5858,7147,3892
5859,7147,3888
5860,7147,3889
5861,7149,3887
5862,7153,3885
5863,7157,3881
5864,7154,3877
5865,7148,3879
5866,7142,3882
5867,7137,3883
5868,7136,3886
5869,7131,3890
5870,7130,3895
5871,7134,3890
5872,7137,3890
5873,7138,3894
5874,7134,3900
5875,7140,3902
5876,7139,3901
5877,7141,3903
5878,7138,3905
5879,7142,3903
5880,7141,3907
5881,7149,3913
5882,7156,3915
5883,7152,3920
5884,7153,3924
5885,7160,3930
5886,7162,3927
5887,7169,3927
5888,7175,3926
5889,7176,3925
5890,7176,3927
5891,7173,3927
5892,7177,3925
5893,7176,3924
5894,7175,3920
5895,7177,3921
5896,7181,3927
5897,7176,3926
5898,7174,3926
5899,7173,3924
5900,7167,3921
5901,7161,3927
5902,7159,3930
5903,7156,3928
5904,7158,3930
5905,7155,3936
5906,7161,3933
5907,7156,3934
5908,7153,3934
5909,7152,3939
5910,7159,3942
5911,7162,3941
5912,7161,3945
5913,7169,3941
5914,7165,3943
5915,7171,3940
5916,7173,3936
5917,7169,3942
5918,7176,3938
5919,7175,3934
5920,7183,3930
5921,7189,3926
5922,7190,3922
5923,7187,3924
5924,7188,3929
5925,7191,3932
5926,7192,3930
5927,7198,3936
5928,7197,3933
5929,7199,3936
5930,7207,3940
5931,7215,3945
5932,7216,3940
5933,7222,3942
5934,7222,3946
5935,7216,3941
5936,7221,3937
5937,7220,3943
5938,7227,3939
5939,7227,3937
5940,7230,3943
5941,7230,3945
5942,7235,3949
5943,7235,3946
5944,7238,3950
5945,7238,3951
5946,7239,3952
5947,7247,3947
5948,7251,3943
5949,7257,3939
5950,7265,3935
5951,7264,3934
5952,7265,3930
5953,7269,3932
5954,7276,3934
5955,7282,3929
5956,7282,3928
5957,7290,3927
5958,7290,3931
5959,7293,3931
5960,7290,3926
5961,7293,3929
5962,7291,3935
5963,7287,3937
5964,7290,3939
5965,7293,3935
5966,7298,3934
5967,7301,3932
5968,7299,3929
5969,7304,3933
5970,7306,3939
5971,7312,3945
5972,7307,3950
5973,7314,3946
5974,7311,3946
5975,7318,3942
5976,7313,3938
5977,7315,3942
5978,7309,3940
5979,7303,3946
5980,7299,3945
5981,7299,3943
5982,7306,3947
5983,7301,3944
5984,7301,3946
5985,7303,3947
5986,7297,3944
5987,7295,3948
5988,7290,3951
5989,7286,3952
5990,7293,3955
5991,7287,3955
5992,7281,3961
5993,7276,3963
5994,7274,3959
5995,7274,3965
5996,7281,3960
5997,7275,3955
5998,7277,3955
5999,7272,3956
6000,7270,3954
6001,7267,3955
6002,7273,3956
6003,7273,3952
6004,7276,3956
6005,7278,3955
6006,7277,3961
6007,7281,3961
6008,7278,3963
6009,7272,3965
6010,7266,3964
6011,7267,3960
6012,7270,3961
6013,7271,3959
6014,7275,3962
6015,7280,3965
6016,7283,3968
6017,7289,3971
6018,7284,3973
6019,7284,3969
6020,7287,3973
6021,7291,3973
6022,7292,3971
6023,7298,3977
6024,7300,3972
6025,7308,3975
6026,7312,3976
6027,7312,3978
6028,7308,3976
6029,7309,3976
6030,7315,3977
6031,7319,3980
6032,7318,3982
6033,7319,3987
6034,7325,3987
6035,7320,3986
6036,7328,3987
6037,7323,3990
6038,7317,3993
6039,7318,3996
6040,7314,4001
6041,7320,4002
6042,7323,4004
6043,7325,4007
6044,7329,4002
6045,7328,4008
6046,7330,4005
6047,7335,4010
6048,7335,4014
6049,7332,4009
6050,7327,4010
6051,7329,4009
6052,7325,4004
6053,7327,4005
6054,7325,4011
6055,7321,4017
6056,7320,4017
6057,7314,4020
6058,7318,4016
6059,7323,4022
6060,7329,4021
6061,7323,4016
6062,7325,4022
6063,7322,4022
6064,7318,4026
6065,7324,4030
6066,7323,4035
6067,7321,4040
6068,7315,4043
6069,7320,4040
6070,7317,4039
6071,7313,4043
6072,7314,4044
6073,7322,4042
6074,7320,4039
6075,7325,4041
6076,7328,4047
6077,7325,4045
6078,7330,4048
6079,7332,4049
6080,7328,4054
6081,7332,4059
6082,7339,4058
6083,7342,4064
6084,7338,4067
6085,7346,4067
6086,7352,4067
6087,7357,4068
6088,7352,4069
6089,7348,4070
6090,7348,4074
6091,7344,4074
6092,7348,4071
6093,7351,4071
6094,7356,4070
6095,7358,4071
6096,7365,4071
6097,7362,4070
6098,7359,4069
6099,7361,4068
6100,7356,4070
6101,7354,4074
6102,7351,4077
6103,7354,4080
6104,7354,4082
6105,7360,4080
6106,7368,4084
6107,7370,4089
6108,7372,4087
6109,7379,4093
6110,7375,4093
6111,7371,4099
6112,7377,4103
6113,7385,4101
6114,7391,4106
6115,7399,4112
6116,7403,4115
6117,7397,4117
6118,7400,4118
6119,7403,4122
6120,7411,4128
6121,7409,4132
6122,7416,4133
6123,7416,4133
6124,7418,4134
6125,7421,4134
6126,7419,4134
6127,7425,4139
6128,7427,4134
6129,7435,4133
6130,7433,4129
6131,7429,4129
6132,7423,4135
6133,7423,4133
6134,7429,4130
6135,7435,4133
6136,7438,4135
6137,7445,4141
6138,7447,4147
6139,7444,4152
6140,7438,4149
6141,7436,4148
6142,7438,4151
6143,7435,4151
6144,7441,4152
6145,7441,4156
6146,7443,4157
6147,7445,4157
6148,7444,4163
6149,7447,4161
6150,7453,4162
6151,7452,4159
6152,7458,4155
6153,7459,4156
6154,7466,4157
6155,7472,4162
6156,7477,4158
6157,7473,4164
6158,7470,4167
6159,7477,4170
6160,7479,4171
6161,7479,4171
6162,7487,4176
6163,7482,4177
6164,7476,4182
6165,7483,4184
6166,7489,4186
6167,7483,4185
6168,7478,4180
6169,7472,4184
6170,7469,4189
6171,7475,4184
6172,7477,4182
6173,7472,4185
6174,7477,4184
6175,7485,4183
6176,7489,4187
6177,7495,4192
6178,7499,4196
6179,7501,4191
6180,7502,4190
6181,7508,4195
6182,7505,4190
6183,7506,4191
6184,7513,4195
6185,7514,4199
6186,7514,4199
6187,7513,4196
6188,7510,4196
6189,7511,4191
6190,7519,4186
6191,7527,4184
6192,7524,4188
6193,7527,4187
6194,7523,4188
6195,7520,4187
6196,7520,4184
6197,7528,4187
6198,7528,4184
6199,7528,4182
6200,7529,4181
6201,7535,4180
6202,7540,4182
6203,7539,4185
6204,7533,4183
6205,7531,4184
6206,7532,4180
6207,7529,4183
6208,7533,4178
6209,7539,4179
6210,7543,4183
6211,7543,4186
6212,7546,4188
6213,7545,4193
6214,7545,4195
6215,7553,4196
6216,7551,4198
6217,7546,4204
6218,7548,4204
6219,7552,4210
6220,7546,4209
6221,7551,4208
6222,7549,4208
6223,7547,4207
6224,7553,4210
6225,7556,4210
6226,7562,4216
6227,7559,4211
6228,7557,4209
6229,7560,4211
6230,7555,4210
6231,7551,4213
6232,7545,4214
6233,7552,4216
6234,7550,4221
6235,7544,4223
6236,7552,4221
6237,7557,4223
6238,7553,4227
6239,7556,4230
6240,7560,4232
6241,7555,4228
6242,7555,4230
6243,7552,4232
6244,7554,4235
6245,7552,4237
6246,7547,4243
6247,7543,4239
6248,7550,4242
6249,7546,4247
6250,7545,4253
6251,7546,4248
6252,7552,4248
6253,7552,4245
6254,7553,4247
6255,7559,4249
6256,7560,4246
6257,7566,4241
6258,7561,4243
6259,7569,4242
6260,7574,4246
6261,7576,4252
6262,7572,4256
6263,7568,4254
6264,7563,4257
6265,7559,4260
6266,7567,4257
6267,7563,4262
6268,7561,4263
6269,7558,4260
6270,7555,4255
6271,7563,4254
6272,7567,4258
6273,7566,4261
6274,7561,4266
6275,7555,4261
6276,7562,4263
6277,7564,4266
6278,7566,4271
6279,7566,4268
6280,7571,4273
6281,7570,4269
6282,7573,4267
6283,7571,4262
6284,7578,4266
6285,7586,4266
6286,7582,4268
6287,7590,4263
6288,7592,4263
6289,7597,4259
6290,7601,4261
6291,7599,4260
6292,7603,4260
6293,7607,4264
6294,7613,4265
6295,7617,4260
6296,7622,4255
6297,7617,4256
6298,7622,4252
6299,7630,4247
6300,7624,4251
6301,7620,4247
6302,7626,4249
6303,7625,4248
6304,7620,4253
6305,7625,4254
6306,7621,4257
6307,7617,4254
6308,7611,4260
6309,7616,4266
6310,7611,4266
6311,7605,4271
6312,7607,4271
6313,7608,4277
6314,7603,4278
6315,7604,4277
6316,7599,4281
6317,7605,4278
6318,7603,4283
6319,7606,4286
6320,7604,4283
6321,7612,4282
6322,7618,4280
6323,7622,4279
6324,7617,4280
6325,7622,4278
6326,7623,4273
6327,7629,4272
6328,7634,4274
6329,7641,4279
6330,7639,4275
6331,7638,4276
